"Time [s]"	"Current(EndConnection) [kA]"	"RingCurrent(EndConnection) [kA]"
1.22999999999998	0.396273666351988	0.699583539074441
1.23099999999998	0.45087119377303	0.522807316516017
1.23199999999998	0.411039458870968	0.461091704952243
1.23299999999998	0.351559887064181	0.503813233485702
1.23399999999997	0.370869575275255	0.636247420833564
1.23499999999997	0.343615931012767	0.753227041508313
1.23599999999997	0.385223348176977	0.706802293075978
1.23699999999997	0.480418751046478	0.555845879173976
1.23799999999997	0.427158294473991	0.464882478926685
1.23899999999997	0.331259410047966	0.603240310696156
1.23999999999997	0.296574506896081	0.76479871146794
1.24099999999997	0.39528829483166	0.751631154744526
1.24199999999997	0.405449417180349	0.673739949527348
1.24299999999997	0.402951842581212	0.575903056727502
1.24399999999997	0.42367541626412	0.53253581941991
1.24499999999997	0.326699952585308	0.678327710217065
1.24599999999997	0.314981989127386	0.839277458498447
1.24699999999997	0.417606583854296	0.792708946718715
1.24799999999997	0.447617837583899	0.626345525011173
1.24899999999997	0.398049466747045	0.586505093688424
1.24999999999997	0.316801720952414	0.658323695322327
1.25099999999997	0.3445944525779	0.767225417126542
1.25199999999997	0.325160276306691	0.858960840917236
1.25299999999997	0.383547080157706	0.799673127156851
1.25399999999997	0.47794762780492	0.664478526620088
1.25499999999997	0.397085780598424	0.609556795461339
1.25599999999997	0.30684928063411	0.765873899159204
1.25699999999997	0.28395982454296	0.929059928648589
1.25799999999997	0.39213073744585	0.849573466494121
1.25899999999997	0.411957633783419	0.786272431509641
1.25999999999997	0.383774234749434	0.708534912734325
1.26099999999997	0.397794542782651	0.688426819189746
1.26199999999997	0.28766267795205	0.835635384464093
1.26299999999997	0.307871840999017	0.966012248946626
1.26399999999997	0.432636848820687	0.906624084902766
1.26499999999997	0.437328541937568	0.768049950087425
1.26599999999997	0.384067150585031	0.731966998710914
1.26699999999997	0.282669574901868	0.827557500001863
1.26799999999997	0.32133345202322	0.925293204800984
1.26899999999997	0.312471428745076	0.999631423107063
1.26999999999997	0.378400041666247	0.943425455539431
1.27099999999997	0.470332143604827	0.801495277091771
