"Time [s]"	"Current(Phase_A) [A]"	"Current(Phase_C) [A]"	"Current(Phase_B) [A]"
0.199	-14.6727796981538	-6.38783344801403	21.0606131461678
0.2	-16.6307220987406	2.2221021621184	14.4086199366222
0.201	-17.1536127658733	10.778982123829	6.37463064204427
0.202	-16.0074909467165	17.0150280399228	-1.0075370932063
0.203	-13.2005843886845	19.853623832746	-6.65303944406143
0.204	-8.39956509145248	18.8303126157704	-10.4307475243179
0.205	-1.71487184392833	14.4517291308658	-12.7368572869374
0.206	6.07079755595257	7.98953044508893	-14.0603280010415
0.207	12.9832053403322	0.329167720859556	-13.3123730611918
0.208	17.737002666743	-6.83828673459714	-10.8987159321458
0.209	19.55099996293	-12.2716482943875	-7.2793516685425
0.21	17.5738469919652	-15.0675207644511	-2.50632622751417
0.211	11.9372215840158	-15.2010765940025	3.26385500998666
0.212	4.52346505021166	-14.6593046592133	10.1358396090017
0.213	-2.44752076653916	-14.2799354471643	16.7274562137035
0.214	-8.12520733195161	-12.5994095239695	20.7246168559211
0.215	-11.9717216868203	-8.95782386132823	20.9295455481485
0.216	-13.681021823081	-3.97773113563302	17.658752958714
0.217	-14.3021461668237	2.5514779837391	11.7506681830846
0.218	-16.446452599014	9.9131662331226	6.53328636589138
0.219	-18.3746872324113	15.1802810114919	3.19440622091939
0.22	-17.2475419361726	16.0551626690649	1.19237926710767
0.221	-12.6786793547092	14.2307183462322	-1.55203899152294
0.222	-6.31078143068496	12.9863019389242	-6.67552050823921
0.223	-1.98978881961898	14.5068527866408	-12.5170639670218
0.224	-0.0536080761556805	14.910363696009	-14.8567556198533
0.225	0.474532653735738	13.1218240364219	-13.5963566901577
0.226	3.40680536510754	9.41587088272065	-12.8226762478282
0.227	8.6238262635997	4.12183606125546	-12.7456623248552
0.228	13.0587624169792	0.721585874074178	-13.7803482910534
0.229	14.8988733535357	-0.168602430065065	-14.7302709234706
0.23	14.7220812718612	-1.83118718824165	-12.8908940836196
0.231	13.450914953005	-6.38141853850243	-7.06949641450254
0.232	13.5810818517164	-12.4296066025694	-1.15147524914695
0.233	15.0611609829748	-16.8684735743494	1.80731259137464
0.234	13.9966086606734	-17.9756436039248	3.97903494325134
0.235	8.81114270242508	-15.7009166811877	6.88977397876264
0.236	1.02985826801774	-13.261095433078	12.2312371650603
0.237	-5.193266077237	-11.7046210309882	16.8978871082252
